year,ifs,iso,country,region,income_group,lending_category,pvd,hhd,gg,cg,pop,emp,hc,ctfp,labsh,pl_c,pl_i,pl_g,pl_x,pl_m,debt,debt_imp,rgdpc,growth,log_growth,gdp,gini,rgdpc_imputed,gdp_capita,independence_dummy,independence_year,us_pegger_dummy,gini_imputed,population
2002,213,ARG,Argentina,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,1.4720254831745525,37681749,13412664.413452148,2.709059953689575,0.6125455498695374,0.31755295395851135,0.2500130832195282,0.2526557445526123,0.23727357387542725,0.4433337152004242,0.4446451663970947,1.4720254831745525,1.4720254831745525,12094.7728,-0.1140646328177573,-0.12111128004220481,-0.1089448483,46.340869216918946,12094.7728,-0.1140646328177573,0,NA,0,46.340869216918946,37885028
2003,213,ARG,Argentina,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,1.251616341711117,38087868,14069103.240966797,2.735370397567749,0.649009644985199,0.31013572216033936,0.2995276153087616,0.3033134341239929,0.29185402393341064,0.4825984835624695,0.4676683247089386,1.251616341711117,1.251616341711117,13088.565,0.08216708295669678,0.07896558898021368,0.08837040796000001,45.87844619750977,13088.565,0.08216708295669678,0,NA,1,45.87844619750977,38278164
2004,213,ARG,Argentina,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,1.178778483555036,38491972,14996856.689453123,2.7619361877441406,0.6730808615684509,0.32479485869407654,0.3208580017089844,0.34766682982444763,0.3446720540523529,0.5202558040618896,0.49636417627334595,1.178778483555036,1.178778483555036,14183.2251,0.08363484461436368,0.0803209870558038,0.09029573300999999,45.13085704803467,14183.2251,0.08363484461436368,0,NA,1,45.13085704803467,38668796
2005,213,ARG,Argentina,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.8028179898101956,38892931,15749588.966369629,2.788760185241699,0.701165497303009,0.3389502763748169,0.34701353311538696,0.4017257392406464,0.427996039390564,0.5344760417938232,0.5150712728500366,0.8028179898101956,0.8028179898101956,15344.1571,0.08185246950638897,0.07867482131855709,0.08851659919999999,44.27488903045654,15344.1571,0.08185246950638897,0,NA,1,44.27488903045654,39070501
2006,213,ARG,Argentina,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.7079268956379678,39289878,16298122.40600586,2.7969753742218018,0.7405960559844971,0.3555392324924469,0.3726311624050141,0.437906950712204,0.44230470061302185,0.5574847459793091,0.5317198038101196,0.7079268956379678,0.7079268956379678,16490.4736,0.07470703620468021,0.07204809997732455,0.080471515,43.44105983734131,16490.4736,0.07470703620468021,0,NA,1,43.44105983734131,39476851
2007,213,ARG,Argentina,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.6213271076896681,39684295,16961412.42980957,2.8052146434783936,0.7770870923995972,0.364846795797348,0.42042794823646545,0.4902757704257965,0.4666271507740021,0.6144967675209045,0.579426109790802,0.6213271076896681,0.6213271076896681,17891.9434,0.08498663131178955,0.08156766554489159,0.09007650874999999,42.3783430480957,17891.9434,0.08498663131178955,0,NA,1,42.3783430480957,39876111
2008,213,ARG,Argentina,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.538138516191134,40080160,17370250.701904297,2.8134782314300537,0.7924759387969971,0.40367910265922546,0.5010309815406799,0.5584011077880859,0.5124335885047913,0.6759886145591736,0.6333614587783813,0.538138516191134,0.538138516191134,18520.3041,0.03511975675040427,0.034517127029014674,0.04057233103,41.58149913787842,18520.3041,0.03511975675040427,0,NA,1,41.58149913787842,40273769
2009,213,ARG,Argentina,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.5539708035514435,40482788,17562055.587768555,2.8217661380767822,0.7334376573562622,0.4438545107841492,0.49398642778396606,0.5507017374038696,0.4462387561798096,0.6333327889442444,0.5885609984397888,0.5539708035514435,0.5539708035514435,17328.9758,-0.06432552584274256,-0.06648764701545695,-0.05918525076,41.02936531066894,17328.9758,-0.06432552584274256,0,NA,1,41.02936531066894,40684338
2010,213,ARG,Argentina,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.43454315478587424,40895752,18076745.986938477,2.830078363418579,0.7775257229804993,0.4406924247741699,0.5783745050430298,0.584754467010498,0.4249218106269837,0.6479518413543701,0.6075958609580994,0.43454315478587424,0.43454315478587424,18979.9917,0.09527486904332791,0.09100535372510109,0.1012539816,40.313243026733396,18979.9917,0.09527486904332791,0,NA,1,40.313243026733396,40788453
2011,213,ARG,Argentina,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.3893485442050276,41320499.99999999,18488029.47998047,2.8585422039031982,0.8283932209014893,0.4731239974498749,0.662615954875946,0.6505791544914246,0.41496801376342773,0.6833808422088623,0.6342428922653198,0.3893485442050276,0.3893485442050276,20003,0.05389930175786122,0.05249690642585341,0.06003951693,39.47149993896485,20003,0.05389930175786122,0,NA,1,39.47149993896485,41261490
2012,213,ARG,Argentina,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.4043604801047549,41755196,18791292.19055176,2.8872923851013184,0.8197735548019409,0.5201793313026428,0.7282907366752625,0.70008385181427,0.4551583230495453,0.6737084984779358,0.6595181226730347,0.4043604801047549,0.4043604801047549,19599,-0.020196970454431834,-0.020403717778392855,-0.010264204539999999,38.82434505462646,19599,-0.020196970454431834,0,NA,1,38.82434505462646,41733271
2013,213,ARG,Argentina,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.43496069782894187,42196030,19124418.258666992,2.9163317680358887,0.8134486675262451,0.5439176559448242,0.7657873034477234,0.7722011804580688,0.4519721865653992,0.6992002129554749,0.6500452756881714,0.43496069782894187,0.43496069782894187,19873,0.013980305117608042,0.013883482019424367,0.02405323781,38.27266902923584,19873,0.013980305117608042,0,NA,1,38.27266902923584,42202935
2014,213,ARG,Argentina,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.446968502019483,42637511,19383050.9185791,2.9456627368927,0.7819337844848633,0.5439176559448242,0.7368038892745972,0.7481056451797485,0.4123671352863312,0.7075143456459045,0.664492130279541,0.446968502019483,0.446968502019483,19183,-0.03472047501635385,-0.035337556391946724,-0.025126153210000002,37.82295307159424,19183,-0.03472047501635385,0,NA,1,37.82295307159424,42669500
2015,213,ARG,Argentina,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.5256264330627054,43075416,19854450.22583008,2.9752891063690186,0.7922858595848083,0.5439176559448242,0.8146116733551025,0.8256993293762207,0.4462120234966278,0.633933424949646,0.6204260587692261,0.5256264330627054,0.5256264330627054,19502,0.01662930719908252,0.016492554258726602,0.027311598280000002,37.49456707000732,19502,0.01662930719908252,0,NA,1,37.49456707000732,43131966
2016,213,ARG,Argentina,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.5306017955239127,43508460,19723175.048828125,3.005213499069214,0.8103548884391785,0.5439176559448242,0.7046164274215698,0.7365379333496094,0.37798893451690674,0.6275674700737,0.6137575507164001,0.5306017955239127,0.5306017955239127,18875,-0.03215054866167572,-0.03267872927783891,-0.020803278440000003,37.22016296386719,18875,-0.03215054866167572,0,NA,0,37.22016296386719,43590368
2017,213,ARG,Argentina,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.5702784192198057,43937140,20033660.888671875,3.0354387760162354,0.8789559602737427,0.5439176559448242,0.640839159488678,0.7703717350959778,0.4984097480773926,0.6372456550598145,0.6149449348449707,0.5702784192198057,0.5702784192198057,19200.9061,0.017266548344370868,0.017119175493439914,0.028185029780000002,37.185865058898926,19200.9061,0.017266548344370868,0,NA,0,37.185865058898926,44044811
2018,213,ARG,Argentina,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.8524631085709075,44361149.99999999,20135070.80078125,3.0659680366516113,0.8594030737876892,0.5439176559448242,0.5215414762496948,0.6607311367988586,0.3768247365951538,0.6640904545783997,0.6308230757713318,0.8524631085709075,0.8524631085709075,18556.3831,-0.03356732211715785,-0.03414363833887021,-0.02617396463,37.18769687652588,18556.3831,-0.03356732211715785,0,NA,0,37.18769687652588,44494502
2019,213,ARG,Argentina,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.8883502122560771,44780677,20643215.17944336,3.09680438041687,0.8121843338012695,0.5439176559448242,0.47680914402008057,0.6160597205162048,0.31273895502090454,0.6477363705635071,0.6311296224594116,0.8883502122560771,0.8883502122560771,NA,NA,NA,-0.02000861003,37.37264896392822,18556.3831,NA,0,NA,0,37.37264896392822,44938712
1973,193,AUS,Australia,East Asia & Pacific,High income,NA,NA,NA,NA,0.2730892802378215,13431794,5798769.950866699,3.03982925415039,0.7824531197547913,0.6922356486320496,0.26425307989120483,0.26835235953330994,0.3657193183898926,0.2487832009792328,0.2182290107011795,0.2730892802378215,0.2730892802378215,20527,0.03818531256322072,0.037474297290328966,0.02619344002,NA,20527,0.03818531256322072,1,0,1,27.26515495300293,13380000
1974,193,AUS,Australia,East Asia & Pacific,High income,NA,NA,NA,NA,0.22323446896346988,13605570,5898222.44644165,3.0640335083007813,0.7318516969680786,0.7198032736778259,0.3139408826828003,0.3387511372566223,0.4629563987255096,0.2592405676841736,0.23860615491867063,0.22323446896346988,0.22323446896346988,20698,0.008330491547717641,0.00829598451093947,0.04107324238000001,NA,20698,0.008330491547717641,1,0,1,27.26515495300293,13723000
1975,193,AUS,Australia,East Asia & Pacific,High income,NA,NA,NA,NA,0.23591460407593648,13773288,5873687.267303467,3.088430404663086,0.7650386095046997,0.7138828635215759,0.3342679738998413,0.3514658510684967,0.48141810297966,0.2597838044166565,0.24616387486457825,0.23591460407593648,0.23591460407593648,20993,0.014252584790801043,0.01415197157620405,0.01336442809,NA,20993,0.014252584790801043,1,0,1,27.26515495300293,13893000
1976,193,AUS,Australia,East Asia & Pacific,High income,NA,NA,NA,NA,0.22938218934337284,13935730.999999998,5960297.107696533,3.1130216121673584,0.7804924249649048,0.7008860111236572,0.3476213216781616,0.3655700087547302,0.5048147439956665,0.2705620527267456,0.2689313590526581,0.22938218934337284,0.22938218934337284,21613,0.029533654075167913,0.029105936679595906,0.02588802865,NA,21613,0.029533654075167913,1,0,1,27.26515495300293,14033000
1977,193,AUS,Australia,East Asia & Pacific,High income,NA,NA,NA,NA,0.23593520026231343,14092547.999999998,6014011.859893799,3.1378087997436523,0.7735430598258972,0.7000945210456848,0.34310343861579895,0.35725560784339905,0.49508407711982727,0.2620428800582886,0.27924245595932007,0.23593520026231343,0.23593520026231343,21592,-9.716374404293712e-4,-9.721097860778049e-4,0.03595150202,NA,21592,-9.716374404293712e-4,1,0,1,27.26515495300293,14192000
1978,193,AUS,Australia,East Asia & Pacific,High income,NA,NA,NA,NA,0.2468539959276073,14249400.999999998,6031926.155090332,3.1627931594848633,0.7992842793464661,0.6826691627502441,0.3865347802639008,0.3898922801017761,0.5487167239189148,0.299375057220459,0.3211281895637512,0.2468539959276073,0.2468539959276073,21948,0.016487587995553908,0.016353143481025456,0.00893380867,NA,21948,0.016487587995553908,1,0,1,27.26515495300293,14358000
1979,193,AUS,Australia,East Asia & Pacific,High income,NA,NA,NA,NA,0.22844485183597635,14412999.999999998,6111774.444580078,3.187976598739624,0.8165875673294067,0.6714571118354797,0.41388949751853943,0.41353413462638855,0.5966013669967651,0.336824506521225,0.3526814579963684,0.22844485183597635,0.22844485183597635,22826,0.040003644979041374,0.03922421793467925,0.04050424809,NA,22826,0.040003644979041374,1,0,1,27.26515495300293,14514000
1980,193,AUS,Australia,East Asia & Pacific,High income,NA,NA,NA,NA,0.21201979434217663,14588405,6277514.457702637,3.21336030960083,0.8451719284057617,0.6723040342330933,0.4592119455337525,0.4504969120025635,0.676605224609375,0.3559851348400116,0.3627735376358032,0.21201979434217663,0.21201979434217663,22972,0.0063962148427232106,0.0063758458706418344,0.03035697656,27.26515495300293,22972,0.0063962148427232106,1,0,1,27.26515495300293,14692000
1981,193,AUS,Australia,East Asia & Pacific,High income,NA,NA,NA,NA,0.19095743597511133,14777242.999999998,6356343.2693481445,3.232604742050171,0.8565494418144226,0.6774827241897583,0.5071015954017639,0.5017918944358826,0.7618119716644287,0.3756764531135559,0.38149526715278625,0.19095743597511133,0.19095743597511133,23368,0.017238377154797143,0.017091482083389647,0.03339865845,27.79724090576172,23368,0.017238377154797143,1,0,1,27.79724090576172,14923260
1982,193,AUS,Australia,East Asia & Pacific,High income,NA,NA,NA,NA,0.16807124662827827,14979204.999999998,6340231.418609619,3.251964807510376,0.8456941843032837,0.6757407188415527,0.49475955963134766,0.4733105003833771,0.7418469190597534,0.3707307279109955,0.38151758909225464,0.16807124662827827,0.16807124662827827,22972,-0.016946251283806914,-0.017091482083389727,0.03325214167,27.39207202911377,22972,-0.016946251283806914,1,0,1,27.39207202911377,15184247
1983,193,AUS,Australia,East Asia & Pacific,High income,NA,NA,NA,NA,0.20958112730305087,15194640.999999998,6241293.907165527,3.2714405059814453,0.8715487718582153,0.6460069417953491,0.4695121645927429,0.45332494378089905,0.7044142484664917,0.34388118982315063,0.35555800795555115,0.20958112730305087,0.20958112730305087,22697,-0.011971095246386905,-0.01204332583871751,-0.02224470017,27.430558013916016,22697,-0.011971095246386905,1,0,1,27.430558013916016,15393472
1984,193,AUS,Australia,East Asia & Pacific,High income,NA,NA,NA,NA,0.2227094071442923,15423166,6458382.129669189,3.2910332679748535,0.8393844366073608,0.6445949077606201,0.48599955439567566,0.472612589597702,0.7348533868789673,0.359569251537323,0.38168883323669434,0.2227094071442923,0.2227094071442923,24009,0.057804996255011676,0.05619600288968607,0.045917108539999994,27.430157089233397,24009,0.057804996255011676,1,0,0,27.430157089233397,15579391
1985,193,AUS,Australia,East Asia & Pacific,High income,NA,NA,NA,NA,0.2398567206400591,15663663,6681814.670562744,3.3107428550720215,0.827946662902832,0.6417880654335022,0.41445639729499817,0.4045208990573883,0.619023323059082,0.3377411365509033,0.3707638680934906,0.2398567206400591,0.2398567206400591,24927,0.03823566162688992,0.037522793297935224,0.05278528457,28.32939498901367,24927,0.03823566162688992,1,0,0,28.32939498901367,15788312
